,frame,intersect,hausdorff_distance,angle,ego_vel_x,ego_vel_y,ego_vel_z,ego_accel_x,ego_accel_y,ego_accel_z,ego_ang_vel_x,ego_ang_vel_y,ego_ang_vel_z,adv_vel_x,adv_vel_y,adv_vel_z,adv_accel_x,adv_accel_y,adv_accel_z,adv_ang_vel_x,adv_ang_vel_y,adv_ang_vel_z
10,1527230,False,50.8982194486394,-33.385096726013415,-6.325570211629383e-06,1.0537680282141082e-05,0.00010874748113565147,-5.350897117750719e-05,4.4927473936695606e-05,0.0005552291986532509,0.0027808917220681906,0.0020306131336838007,4.278125587120485e-08,9.81392759058508e-07,-3.286957507953048e-05,5.71263772144448e-05,-1.6516423784196377e-06,-9.20590537134558e-06,0.0006212284788489342,-3.3387426810804754e-05,0.00014846624981146306,0.00023974216310307384
11,1527231,False,50.89324781822189,-33.37817066206383,-6.450843102356885e-06,9.349642823508475e-06,0.00010704040323616937,-2.5054578145500273e-06,-2.376074917265214e-05,-3.4141557989642024e-05,0.0024539276491850615,0.002066106768324971,-9.726334404547288e-09,0.01727636530995369,0.38419029116630554,0.005695628933608532,0.3455076813697815,7.6844635009765625,0.11277005076408386,0.5047816038131714,-0.06536157429218292,-0.5501207113265991
12,1527232,False,50.87682700401756,-33.35780407090792,-0.15086886286735535,-0.0008055214420892298,0.000185108176083304,-3.0172481536865234,-0.016297422349452972,0.001561355427838862,-0.005676500499248505,-0.8745119571685791,-0.013865630142390728,0.02075120620429516,0.525699257850647,0.007763471454381943,0.06949681788682938,2.830179214477539,0.041356850415468216,0.2414274364709854,-0.020915232598781586,0.3249123990535736
13,1527233,False,50.84395549593788,-33.342685177802856,-0.4866834580898285,-0.0020786512177437544,0.0017356490716338158,-6.716291904449463,-0.025462597608566284,0.031010817736387253,-0.17315290868282318,-1.6737184524536133,0.002109707798808813,0.028050212189555168,0.7013991475105286,0.010328387841582298,0.1459801197052002,3.513997793197632,0.05129832774400711,0.21021033823490143,-0.008634085766971111,-1.044679880142212
14,1527234,False,50.791808177067196,-33.312578133161,-0.7952804565429688,-0.002740697469562292,0.0027192116249352694,-6.171939849853516,-0.013240925036370754,0.019671250134706497,-0.20116829872131348,-1.6115436553955078,1.0936161279678345,0.03488972410559654,0.8832076191902161,0.012979697436094284,0.13679024577140808,3.63616943359375,0.053026191890239716,0.13587746024131775,-0.006368530914187431,-0.26616615056991577
15,1527235,False,50.72119265554327,-33.29094346046757,-1.1410762071609497,-0.0037550164852291346,0.0025592611636966467,-6.915915012359619,-0.020286381244659424,-0.0031990092247724533,-0.16292616724967957,-1.5359382629394531,-0.14601372182369232,0.04098047688603401,1.0483615398406982,0.01538893673568964,0.12181505560874939,3.3030784130096436,0.04818478599190712,0.07441557943820953,0.01879171095788479,-1.7282156944274902
16,1527236,False,50.6329133469177,-33.259649458663034,-1.398837685585022,-0.004889706615358591,0.001552581787109375,-5.155229568481445,-0.022693801671266556,-0.02013358846306801,-0.04222995415329933,-0.9160841107368469,0.5174813270568848,0.04845193773508072,1.2360228300094604,0.018130874261260033,0.14942921698093414,3.753225803375244,0.05483875051140785,0.05918564647436142,0.0064536347053945065,-0.6914846897125244
17,1527237,False,50.52845436356405,-33.24897792627316,-1.638474702835083,-0.006003536283969879,0.00014049529272597283,-4.792740345001221,-0.02227659337222576,-0.028241731226444244,0.04978841543197632,-0.3954505920410156,-0.5225030183792114,0.0558052733540535,1.4264341592788696,0.020913925021886826,0.14706671237945557,3.8082265853881836,0.05566101521253586,0.0456010140478611,0.02221636287868023,-1.872137188911438
18,1527238,False,50.40858540347518,-33.231167609085496,-1.8580999374389648,-0.009539646096527576,-0.00105480186175555,-4.392504692077637,-0.07072219252586365,-0.02390594221651554,0.15506355464458466,0.023635901510715485,-0.04932441562414169,0.06324508041143417,1.6150329113006592,0.023674078285694122,0.14879614114761353,3.771975040435791,0.055203065276145935,0.030438683927059174,0.015326066873967648,-1.1035574674606323
19,1527239,False,50.27307906989081,-33.217177359759575,-2.1178383827209473,-0.010499686934053898,-0.0017757033929228783,-5.194768905639648,-0.019200816750526428,-0.01441803015768528,0.12553302943706512,0.03838743641972542,-0.2442694753408432,0.0705561414361,1.8001257181167603,0.026384038850665092,0.14622122049331665,3.7018561363220215,0.0541992112994194,0.015609811060130596,0.026940906420350075,-1.9475404024124146
20,1527240,False,50.122168618595694,-33.19737890898113,-2.33921217918396,-0.012091531418263912,-0.0019232463091611862,-4.427475929260254,-0.03183688968420029,-0.002950858324766159,0.1136971265077591,0.21568818390369415,0.004972292575985193,0.07787661999464035,1.9831924438476562,0.029065227136015892,0.14640957117080688,3.66133451461792,0.05362376570701599,0.00514592882245779,0.022910770028829575,-1.4753575325012207
21,1527241,False,49.95563138062183,-33.181529760672994,-2.6010494232177734,-0.012722824700176716,-0.0017644595354795456,-5.2367448806762695,-0.012625865638256073,0.0031757354736328125,0.081254743039608,0.08438890427350998,0.16795513033866882,0.08522302657365799,2.163710355758667,0.03170881047844887,0.14692813158035278,3.610358238220215,0.052871666848659515,-0.003124967683106661,0.028256557881832123,-1.864530324935913
22,1527242,False,49.77360349315199,-33.168173251639814,-2.8379435539245605,-0.014308927580714226,-0.0013384914491325617,-4.737882614135742,-0.0317220576107502,0.008519361726939678,0.04796714708209038,0.11441607028245926,-0.1327471137046814,0.09218461066484451,2.333623170852661,0.03419920802116394,0.13923168182373047,3.398256301879883,0.04980795085430145,-0.017999492585659027,0.029350221157073975,-1.790097713470459
23,1527243,False,49.577208064329284,-33.153647387072226,-3.046586036682129,-0.015530208125710487,-0.0010205077705904841,-4.172849655151367,-0.024425610899925232,0.006359673570841551,0.04056204482913017,0.26253750920295715,-0.08071841299533844,0.09880856424570084,2.49232816696167,0.03652610629796982,0.13247907161712646,3.174099922180176,0.046537965536117554,-0.032716333866119385,0.031063321977853775,-1.82648766040802
24,1527244,False,49.37153399384521,-33.1346577211756,-3.0970873832702637,-0.016094794496893883,-0.0012284755939617753,-1.0100269317626953,-0.011291727423667908,-0.004159356467425823,0.08662009239196777,0.9514506459236145,-0.055451568216085434,0.10465003550052643,2.6311581134796143,0.03855883330106735,0.11682942509651184,2.7765989303588867,0.040654540061950684,-0.05806007981300354,0.03335382044315338,-1.8115323781967163
25,1527245,False,49.162781014818904,-33.11064512926429,-3.0676817893981934,-0.016027212142944336,-0.001872482243925333,0.5881118774414062,0.0013516470789909363,-0.012880133464932442,0.1466679722070694,1.4365781545639038,-0.048523809760808945,0.11049128323793411,2.7136523723602295,0.03976896032691002,0.11682495474815369,1.6498851776123047,0.024202540516853333,-0.12157587707042694,0.032148558646440506,-1.8213595151901245
26,1527246,False,48.95631508137197,-33.08253571317079,-2.966420888900757,-0.015694407746195793,-0.002322492655366659,2.0252180099487305,0.006656087934970856,-0.009000208228826523,0.16624408960342407,1.7124403715133667,-0.04162144288420677,0.10899974405765533,2.706399440765381,0.039664141833782196,-0.02983078360557556,-0.14505863189697266,-0.0020963698625564575,-0.23076051473617554,0.04946032539010048,-1.6184771060943604
27,1527247,False,48.756668461990024,-33.05378580980158,-2.8532214164733887,-0.015113113448023796,-0.0022875498980283737,2.2639894485473633,0.011625885963439941,0.0006988551467657089,0.13571502268314362,1.598048448562622,-0.036325421184301376,0.10481955111026764,2.600611925125122,0.0381135456264019,-0.0836038589477539,-2.115750312805176,-0.031011924147605896,-0.3432151973247528,0.056174132972955704,-1.7520842552185059
28,1527248,False,48.565586425573095,-33.02482503951082,-2.707667589187622,-0.01424422673881054,-0.0017122267745435238,2.911076545715332,0.017377734184265137,0.011506462469696999,0.07073081284761429,1.4131096601486206,-0.03170723095536232,0.10140294581651688,2.520841360092163,0.03694448247551918,-0.06833210587501526,-1.5954113006591797,-0.02338126301765442,-0.2941017746925354,0.0386369414627552,-0.898228108882904
29,1527249,False,48.382023566111506,-32.99553551148052,-2.6124684810638428,-0.013505273498594761,-0.0007386207580566406,1.903982162475586,0.014779064804315567,0.019472120329737663,-0.009248846210539341,0.8517029285430908,-0.026998179033398628,0.09815976768732071,2.4358839988708496,0.0356985479593277,-0.06486356258392334,-1.6991472244262695,-0.02491869032382965,-0.23330441117286682,0.04167652502655983,-1.6316463947296143
30,1527250,False,48.20441863045539,-32.96689990602457,-2.5371997356414795,-0.012856844812631607,0.0005064391880296171,1.5053749084472656,0.012968573719263077,0.024901200085878372,-0.09346324950456619,0.3792300224304199,-0.030461054295301437,0.09582047164440155,2.3676483631134033,0.03469766676425934,-0.04678592085838318,-1.3647127151489258,-0.020017623901367188,-0.15030422806739807,0.01841970533132553,-0.6202293634414673
31,1527251,False,48.02935814288745,-32.9390497965013,-2.5434560775756836,-0.012615923769772053,0.0016965102404356003,-0.12512683868408203,0.004818420857191086,0.023801419883966446,-0.1581082046031952,-0.2683664858341217,-0.022473886609077454,0.09523249417543411,2.3390727043151855,0.034280501306056976,-0.011759549379348755,-0.5715131759643555,-0.008343309164047241,-0.04649559035897255,0.022660961374640465,-1.4555522203445435
32,1527252,False,47.853031030065246,-32.9117607237449,-2.601055145263672,-0.012717511504888535,0.002718601142987609,-1.1519813537597656,-0.0020317547023296356,0.020441818982362747,-0.2051590234041214,-0.7173837423324585,-0.03691112995147705,0.10928573459386826,2.364125967025757,0.06472013145685196,0.28106480836868286,0.5010652542114258,0.6087926030158997,1.215598464012146,3.095196008682251,-0.5741848945617676
33,1527253,False,47.670242563322844,-32.88526710560143,-2.7314648628234863,-0.01329390611499548,0.003305845195427537,-2.608194351196289,-0.0115278922021389,0.011744881048798561,-0.2145792692899704,-1.1142774820327759,-0.027257433161139488,0.11233753710985184,2.433352470397949,0.05312536284327507,0.06103605031967163,1.3845300674438477,-0.23189537227153778,0.6580054759979248,1.029956340789795,-1.2131493091583252
34,1527254,False,47.48012442249488,-32.85878938001415,-2.8382344245910645,-0.013908463530242443,0.0032696437556296587,-2.1353912353515625,-0.01229114830493927,-0.0007240287959575653,-0.17951759696006775,-0.9861328601837158,-0.03128598630428314,0.11015767604112625,2.5114705562591553,0.045629147440195084,-0.04359722137451172,1.562361717224121,-0.14992430806159973,0.341671347618103,0.24714192748069763,-0.7411180138587952
35,1527255,False,47.28539095461613,-32.83090986854692,-2.868642568588257,-0.0142847103998065,0.002304029418155551,-0.6081628799438477,-0.007524937391281128,-0.019312286749482155,-0.07608839124441147,-0.4358868896961212,-0.013350925408303738,0.10846857726573944,2.559601306915283,0.04082386940717697,-0.033781975507736206,0.9626150131225586,-0.09610556066036224,0.12247803807258606,-0.027128608897328377,-1.2052651643753052
36,1527256,False,47.09188507672824,-32.8008498671332,-2.790614366531372,-0.014188554137945175,0.000657901749946177,1.5605640411376953,0.0019231252372264862,-0.03292255476117134,0.050539493560791016,0.33353275060653687,-0.020683886483311653,0.10667791962623596,2.5606777667999268,0.037638939917087555,-0.03581315279006958,0.021529197692871094,-0.06369858980178833,-0.03247620537877083,-0.11334432661533356,-0.5311803221702576
37,1527257,False,46.902176067963694,-32.769062272947636,-2.725480794906616,-0.014293919317424297,-0.000856857281178236,1.3026714324951172,-0.0021073035895824432,-0.030295180156826973,0.12884670495986938,0.5677105784416199,-0.010536616668105125,0.1045289933681488,2.5248947143554688,0.035473860800266266,-0.042978525161743164,-0.7156610488891602,-0.04330158233642578,-0.13198743760585785,-0.11459437012672424,-1.181456208229065
38,1527258,False,46.71702646115035,-32.73739559279932,-2.6409151554107666,-0.014030984602868557,-0.00165160174947232,1.6913127899169922,0.005258694291114807,-0.01589488983154297,0.1295851767063141,0.6734938025474548,-0.014519198797643185,0.08893395215272903,2.474741220474243,0.008201837539672852,-0.3119008243083954,-1.0030698776245117,-0.5454404354095459,-1.1182293891906738,-2.487389087677002,-0.36099687218666077
39,1527259,False,46.536432180754176,-32.70517689414875,-2.5947344303131104,-0.013759350404143333,-0.0017315386794507504,0.923614501953125,0.005432683974504471,-0.0015987385995686054,0.0899902731180191,0.43515700101852417,-0.008244306780397892,0.09014955163002014,2.427513837814331,0.018615035340189934,0.024311989545822144,-0.9445476531982422,0.20826396346092224,-0.5639012455940247,-0.8423815965652466,-1.1161142587661743
40,1527260,False,46.35833787031791,-32.673446792498815,-2.5770370960235596,-0.013492456637322903,-0.0011694717686623335,0.3539466857910156,0.005337875336408615,0.011241338215768337,0.021317489445209503,0.13770164549350739,-0.017955539748072624,0.09484486281871796,2.401414394378662,0.026013430207967758,0.0939062237739563,-0.5219888687133789,0.14796790480613708,-0.2341320663690567,-0.2325403392314911,-0.21011576056480408
41,1527261,False,46.1788588088364,-32.64293705174741,-2.647125482559204,-0.013617411255836487,-0.00021948813810013235,-1.4017677307128906,-0.0024990923702716827,0.018999671563506126,-0.050817642360925674,-0.40177640318870544,-0.01268242858350277,0.09888623654842377,2.406094789505005,0.031156843528151512,0.08082747459411621,0.09360790252685547,0.10286826640367508,-0.03280337527394295,0.006750551052391529,-0.9705778360366821
42,1527262,False,45.9952007542452,-32.61394297824395,-2.7350664138793945,-0.01386196818202734,0.0007790851523168385,-1.7588186264038086,-0.004891138523817062,0.019971465691924095,-0.10539379715919495,-0.6329742074012756,-0.0210123173892498,0.10218841582536697,2.436819076538086,0.03465975821018219,0.06604358553886414,0.6144857406616211,0.07005829364061356,0.07878164947032928,0.06660857796669006,-0.24933747947216034
43,1527263,False,45.80640759354872,-32.585636828414806,-2.8244404792785645,-0.014227371662855148,0.0012736606877297163,-1.7874813079833984,-0.007308069616556168,0.0098915109410882,-0.10111502557992935,-0.6383941769599915,-0.007138053420931101,0.10480885207653046,2.475985288619995,0.03687571361660957,0.05240872502326965,0.7833242416381836,0.04431910812854767,0.11722145974636078,0.08706560730934143,-0.8699175119400024
44,1527264,False,45.615327956546196,-32.5562087787106,-2.80855655670166,-0.014236177317798138,0.0009771824115887284,0.31767845153808594,-0.000176113098859787,-0.0059295655228197575,-0.03713558614253998,-0.08529891818761826,-0.012525735422968864,0.10753712058067322,2.512963056564331,0.03813844546675682,0.054565370082855225,0.7395553588867188,0.025254637002944946,0.11027391999959946,0.06650805473327637,-0.26993438601493835
45,1527265,False,45.424800915841146,-32.52378271997516,-2.764328956604004,-0.01425924152135849,0.00010193824709858745,0.884552001953125,-0.0004612840712070465,-0.01750488206744194,0.047158002853393555,0.2853008508682251,-0.002313537523150444,0.10823002457618713,2.536485433578491,0.0386543944478035,0.01385807991027832,0.4704475402832031,0.010318979620933533,0.0717632919549942,0.06552658975124359,-0.8365864157676697
46,1527266,False,45.23705048299143,-32.48898643942331,-2.688060760498047,-0.0140877366065979,-0.0006951618124730885,1.5253639221191406,0.003430098295211792,-0.015942001715302467,0.08849417418241501,0.5475814938545227,-0.00793033093214035,0.1077493280172348,2.5279746055603027,0.03840755298733711,-0.00961393117904663,-0.17021656036376953,-0.004936829209327698,0.008883384056389332,0.043643202632665634,-0.12313207983970642
47,1527267,False,45.05276504967483,-32.45276799844199,-2.6297597885131836,-0.013890828005969524,-0.001122808433137834,1.1660194396972656,0.00393817201256752,-0.008552932180464268,0.08946957439184189,0.49004074931144714,-0.0012224516831338406,0.10645149648189545,2.4975719451904297,0.03771629184484482,-0.02595663070678711,-0.6080532073974609,-0.013825222849845886,-0.04019220545887947,0.04399145022034645,-0.8325313329696655
48,1527268,False,44.87196446084348,-32.41645138882629,-2.5816519260406494,-0.013583172112703323,-0.0010170363821089268,0.9621572494506836,0.00615311786532402,0.002115441020578146,0.04997712001204491,0.3425136208534241,-0.00931302085518837,0.10493868589401245,2.4611315727233887,0.03690915182232857,-0.030256211757659912,-0.7288074493408203,-0.016142800450325012,-0.05812903493642807,0.023326832801103592,-0.00793651957064867
49,1527269,False,44.69223902440707,-32.38120425393959,-2.6102588176727295,-0.013580317609012127,-0.0004562282410915941,-0.5721378326416016,5.709007382392883e-05,0.011216161772608757,-0.008476590737700462,-0.11856948584318161,-0.0032597414683550596,0.10383612662553787,2.4328389167785645,0.03624207526445389,-0.022051185369491577,-0.5658531188964844,-0.013341531157493591,-0.04523183032870293,0.027095412835478783,-0.7911472916603088
50,1527270,False,44.511049780526356,-32.34833402484421,-2.670884609222412,-0.013671165332198143,0.000386066414648667,-1.2125158309936523,-0.0018169544637203217,0.01684589311480522,-0.07158536463975906,-0.42590123414993286,-0.015711437910795212,0.1035284698009491,2.4230809211730957,0.03589501231908798,-0.006153136491775513,-0.195159912109375,-0.006941258907318115,-0.011328944936394691,0.008771583437919617,0.022192563861608505
51,1527271,False,44.32602556253354,-32.31771178843587,-2.769498348236084,-0.014022537507116795,0.0010505008976906538,-1.9722747802734375,-0.007027443498373032,0.013288689777255058,-0.09779159724712372,-0.6551355123519897,-0.0045915464870631695,0.10412979871034622,2.433748245239258,0.03589729219675064,0.012026578187942505,0.2133464813232422,4.559755325317383e-05,0.026542915031313896,0.014569186605513096,-0.7064913511276245
52,1527272,False,44.137617722170596,-32.288096237945254,-2.8128650188446045,-0.014218688942492008,0.0012098883744329214,-0.8673334121704102,-0.0039230287075042725,0.003187749534845352,-0.07686062157154083,-0.40510356426239014,-0.011131835170090199,0.10524445027112961,2.4573628902435303,0.03613957390189171,0.022293031215667725,0.4722929000854492,0.00484563410282135,0.050479985773563385,0.0010295542888343334,0.0025895487051457167
53,1527273,False,43.94799962312357,-32.257038023804384,-2.797727346420288,-0.014300773851573467,0.0006594943697564304,0.3027534484863281,-0.001641698181629181,-0.011007879860699177,-0.0038280573207885027,0.01326754130423069,0.0018370143370702863,0.10638824105262756,2.481247901916504,0.03641742467880249,0.022875815629959106,0.47770023345947266,0.005557015538215637,0.050662312656641006,0.009332265704870224,-0.6492147445678711
54,1527274,False,43.760484503160995,-32.22343808571788,-2.7246956825256348,-0.014141137711703777,-0.00020657539425883442,1.4606332778930664,0.003192722797393799,-0.017321394756436348,0.06322206556797028,0.44536781311035156,-0.004918296355754137,0.11304715275764465,2.4961628913879395,0.04688560217618942,0.1331782341003418,0.29829978942871094,0.20936354994773865,-0.7288334965705872,0.8853968381881714,0.059908654540777206
55,1527275,False,43.57523882010342,-32.18703634352243,-2.6657183170318604,-0.014027069322764874,-0.0009045982151292264,1.1795473098754883,0.002281367778778076,-0.013960456475615501,0.09303861856460571,0.5001323223114014,0.0019029829418286681,0.111292265355587,2.4961745738983154,0.04227825999259949,-0.035097748041152954,0.00023365020751953125,-0.0921468436717987,-0.3305935561656952,0.28989702463150024,-0.6424700021743774
56,1527276,False,43.39299424811668,-32.148774804467884,-2.6020357608795166,-0.013722909614443779,-0.0011031627655029297,1.273651123046875,0.00608319416642189,-0.003971290774643421,0.07310931384563446,0.4663013517856598,-0.005203761626034975,0.10868341475725174,2.4847941398620605,0.03904746100306511,-0.05217701196670532,-0.22760868072509766,-0.06461597979068756,-0.1270754635334015,0.044648174196481705,0.10164260119199753
57,1527277,False,43.21239887953255,-32.10980377580193,-2.599790096282959,-0.013623246923089027,-0.0008047199225984514,0.044913291931152344,0.0019932538270950317,0.005968856625258923,0.026368824765086174,0.10103117674589157,0.0012175020528957248,0.10679395496845245,2.4688611030578613,0.03692562133073807,-0.03778919577598572,-0.3186607360839844,-0.04243679344654083,-0.02947903424501419,-0.022549275308847427,-0.637327253818512
58,1527278,False,43.03161368899677,-32.0720897988065,-2.6322686672210693,-0.013585020788013935,-9.561538172420114e-05,-0.649571418762207,0.0007645227015018463,0.014182090759277344,-0.03787148371338844,-0.21653194725513458,-0.012078945524990559,0.10569867491722107,2.4559342861175537,0.035686615854501724,-0.021905601024627686,-0.25853633880615234,-0.024780109524726868,0.02151954546570778,-0.06079434975981712,0.14364191889762878
59,1527279,False,42.847926585992454,-32.03666763406311,-2.723360776901245,-0.013873768970370293,0.0006658458732999861,-1.8218421936035156,-0.0057749636471271515,0.015229225158691406,-0.08228236436843872,-0.5751360654830933,-0.0031067682430148125,0.10355759412050247,2.4504001140594482,0.02056533843278885,-0.04282161593437195,-0.11068344116210938,-0.3024255633354187,1.31344473361969,-1.9930238723754883,-0.6239023804664612
60,1527280,False,42.66096933547072,-32.003419638392465,-2.7868545055389404,-0.014094170182943344,0.0011312293354421854,-1.2698745727539062,-0.004408024251461029,0.00930766947567463,-0.09060771018266678,-0.5093382000923157,-0.010601871646940708,0.09991136193275452,2.452737808227539,0.026190022006630898,-0.0729246437549591,0.046753883361816406,0.11249367147684097,0.6843068599700928,-0.7348101139068604,0.13585197925567627
61,1527281,False,42.47211610089908,-31.970722141457664,-2.8124337196350098,-0.014287102036178112,0.0009515094570815563,-0.5115842819213867,-0.0038586370646953583,-0.0035943975672125816,-0.042222052812576294,-0.23947124183177948,0.002997168805450201,0.10253771394491196,2.4617514610290527,0.030402813106775284,0.052527040243148804,0.18027305603027344,0.08425582200288773,0.3269055485725403,-0.23637482523918152,-0.5529931783676147
62,1527282,False,42.284240676432326,-31.93649451885792,-2.750490427017212,-0.014145072549581528,0.00023035048798192292,1.238865852355957,0.0028405897319316864,-0.014423179440200329,0.029566694051027298,0.29034727811813354,-0.003826781641691923,0.10502568632364273,2.47232723236084,0.03334065526723862,0.04975944757461548,0.2115154266357422,0.05875684320926666,0.13238967955112457,-0.057882148772478104,0.16525967419147491
63,1527283,False,42.098560929694756,-31.89954393022825,-2.698364734649658,-0.014101591892540455,-0.000567369454074651,1.0425138473510742,0.0008696131408214569,-0.0159543976187706,0.07997417449951172,0.4319969415664673,0.0035370956175029278,0.1065293401479721,2.4795353412628174,0.03520837798714638,0.030073076486587524,0.14416217803955078,0.03735445439815521,0.02954193390905857,0.020644498988986015,-0.528964102268219
64,1527284,False,41.91562527909351,-31.860162672388274,-2.628011465072632,-0.013835525140166283,-0.000983772217296064,1.4070653915405273,0.005321335047483444,-0.008328055031597614,0.08049625903367996,0.5071223974227905,-0.0030567029025405645,0.10715559870004654,2.4810032844543457,0.03624960035085678,0.012525171041488647,0.029358863830566406,0.02082444727420807,-0.02258261665701866,0.030750280246138573,0.19296681880950928
65,1527285,False,41.734572594225455,-31.819039206862524,-2.6047379970550537,-0.013685253448784351,-0.0009390925988554955,0.4654693603515625,0.003005433827638626,0.0008935923688113689,0.04955679923295975,0.24619151651859283,0.0031904373317956924,0.10725805163383484,2.4771690368652344,0.03670727461576462,0.002049058675765991,-0.07668495178222656,0.009153485298156738,-0.04514521732926369,0.04184049740433693,-0.5254066586494446
66,1527286,False,41.55413725054668,-31.77787954217733,-2.610776901245117,-0.013557110913097858,-0.0004267406475264579,-0.12077808380126953,0.0025628507137298584,0.01024703960865736,-0.007772694807499647,-0.029028359800577164,-0.00899812113493681,0.10706765204668045,2.470691680908203,0.036808546632528305,-0.0038079917430877686,-0.129547119140625,0.0020254403352737427,-0.04937106743454933,0.025881366804242134,0.22212329506874084
67,1527287,False,41.37179947695342,-31.738217537331032,-2.6865992546081543,-0.013797901570796967,0.00029900550725869834,-1.5164470672607422,-0.0048158131539821625,0.014514923095703125,-0.0598636232316494,-0.45001575350761414,-0.0008482808480039239,0.10685938596725464,2.464630126953125,0.036732301115989685,-0.004165321588516235,-0.1212310791015625,-0.0015249103307724,-0.04213089868426323,0.029554326087236404,-0.5140137076377869
